track_name,track_id,track_number,duration_ms,album_type,artists,total_tracks,album_name,release_date,label,album_popularity,album_id,artist_id,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,artist_8,artist_9,artist_10,artist_11,duration_sec
Kekkai,0dWNNPsjxZyUEb4o6eMoTE,10,346826,album,,14,青の祓魔師 劇場版 オリジナル・サウンドトラック,2012-12-19 00:00:00 UTC,Aniplex Inc.,27,5JsgerAqUre1VjnSkWmPx1,0Riv2KnFcLZA3JSVryRg4y,Hiroyuki Sawano,,,,,,,,,,,,346.826
Wakeupgang,6580yinmtwZ9uw5py6wmDb,2,153725,single,,4,Soliliquy,2016-04-13 00:00:00 UTC,pretty music,3,4ZEGd14szcI9iFYyi58sH8,6Yyi9mmWOIyDYH67QpbZjB,King Coffee,,,,,,,,,,,,153.725
Sonidos De Aves Tropicales Y Ruidos Del Mar Para Mas Sueños,6Kzlb4SuoC6qS4qUmhm0Tt,12,85000,album,,78,Sonidos Mágicos De Aves Exóticas,2021-07-22 00:00:00 UTC,T-Rel Music,27,3IZxt3oqlptw3whVtuhKJk,250bVzozba82xl0yXRY9KX,Pájaros y Pajaritos,,,,,,,,,,,,85
Stay Close - Don'T Go,3a1UhTZ4NbId08OimJLMVG,9,213973,album,,11,A Twist In My Story,2008-05-13 00:00:00 UTC,Glassnote Entertainment Group LLC,61,3sMhTzlR0pjqVsefzqvbTa,6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,,,,,,,,,,,,213.973
Superstar 666,6cwhADhe8byY4CAZAuqwLk,1,104600,album,,8,Action Pants!,1995-01-06 00:00:00 UTC,HHBTM,8,1FKZQiIxzGF2ayzzIDVNTj,5b9BMCXzkqOps3uV8m9XNu,Bunnygrunt,,,,,,,,,,,,104.6
Pulpit Aesthetics,6o5GP6EKa17JY3pi8nCaH2,1,97209,single,,3,Pulpit Aesthetics,2021-09-30 00:00:00 UTC,Marsh Land Media,21,3aALzV6Kk3ae2OgaAk2ikt,66Lp0tCKePqbYtH8tGjFaC,Marsh Land Monster,,,,,,,,,,,,97.209
Baba God,3XZ49liATjuXzULWSplwU8,1,149434,album,,11,Best Part Of Me,2023-08-12 00:00:00 UTC,MadeMind Ltd,11,5vBV57ByrVa6DdIUq6cAH5,4KaLxgoQHI5mpvaVxMsWhU,Rayan T,,,,,,,,,,,,149.434
Lúa Descolorida,2fS6FgiOZpSw20oCQLvMP8,3,207520,album,,11,Rosalía,2015-02-24 00:00:00 UTC,Cases de la Música,0,0xw83lMY75E905BT2ngzqC,70aScvdPb52r4YDFR4rg6V,O Val Das Mouras,,,,,,,,,,,,207.52
Intimate,6YKr8o9PKbSsYCCk9QqYso,4,276360,album,,12,Intimate,1999-01-01 00:00:00 UTC,Motown,21,2D5RnMGjkxgSw64uwAyHrB,0h9smro0z3HqUbD94jotU8,Smokey Robinson,,,,,,,,,,,,276.36
Koko Head,2ndoJU9n30ZWAKWAgKhQuX,2,212133,album,,10,Exotic Sounds Of Hawaii,2019-02-12 00:00:00 UTC,Maui Wowie Records,13,5Hn7ANMIKLKdZHOE8jyd4q,35v0AMlg3B2Mvr9Ttitiun,Milt Raskin & His Exotic Percussion Orchestra,,,,,,,,,,,,212.133
Anything Twice,2vOMf38F6ZoP92j93woGpZ,2,96000,compilation,,10,Anything Twice,2022-07-13 00:00:00 UTC,NF hits,0,1upYlTd7wEbBy5YCIoaPmG,0LyfQWJT6nXafLPZqxe9Of,Rron Lehe,,,,,,,,,,,,96
Six Acid Strings,16elfsNnck4oZZDSUEbftQ,6,195066,album,,10,Flexing Habitual,2006-03-01 00:00:00 UTC,Alphabasic,18,1ZKPLFqUchQ7gk80QYH5mw,6mMCSCuTbGU6kNr4303LwH,The Flashbulb,,,,,,,,,,,,195.066
Hot Cat,7FvvHzA2Jixb19gVW1zFHc,6,162184,compilation,,50,Anthony Alleeson - Vol. 10,2018-06-13 00:00:00 UTC,Rosenklang,10,1jpRrctkubo0IiikBGg9Ei,4chAAwH1MferPNLQepxLOR,Anthony Alleeson,,,,,,,,,,,,162.184
Straight From The Heart,6m7c6rOhCS8Cp32klzov5w,9,246255,album,,15,Songs From The Marshmallow Revue,2021-02-19 00:00:00 UTC,JP Productions,4,2WEFmc6fYUVgJBtbx0716f,16SY7vICMlc8XGaTPocEa3,Jane's Party,,,,,,,,,,,,246.255
I Learned From The Best,2zLqJJbLk3u373D7KGcKQH,14,266600,album,,25,A Tribute To Whitney Houston - Vol. 2,2014-01-31 00:00:00 UTC,cross2entertain,0,2Pr73a4RaQhiCPxgJ2YjbA,0VfksU1nm6dj8gFsuFYbGV,White Delight,,,,,,,,,,,,266.6
Slipping Week - Stereo Deep Mix,431I59f6X3MMOXZC8QSRKI,7,173280,compilation,,30,Purple Skies (Little Deep-House Clouds) - Vol. 1,2020-10-12 00:00:00 UTC,Urban GorillazY,0,7HNl5KwwS0XXu4ByaKi7xZ,0LyfQWJT6nXafLPZqxe9Of,Exotic Twilight,,,,,,,,,,,,173.28
God'S Glory,0AcbnK9IQlCGqCGU4c2Uhw,1,185142,compilation,,32,Morning Freshness: Soulful Abundance,2020-06-08 00:00:00 UTC,Ananda Recordings,0,3ytY8gxd5DSoJSKopzwiPo,0LyfQWJT6nXafLPZqxe9Of,Mystical Guide,,,,,,,,,,,,185.142
Eshet Chayil,2SW1GGzclEBCJMw5seb0ZA,2,216826,album,,10,The Whole World Lit Up,2007-02-01 00:00:00 UTC,Blue Fringe,14,58LJNsmLi24VZ1EMEjCOY8,49df9GxS8cxjmN8fBZatuE,Blue Fringe,,,,,,,,,,,,216.826
36 Oz.,2aNe7lGxOSUEpeCUYMPHGN,1,233306,single,,1,36 Oz. (Feat. Chris Brown) - Single,2015-11-03 00:00:00 UTC,MADE Headlines - LLC / EMPIRE,24,4H3AFBSYR2ZSo26ZyFX5uC,6TlLdicGl92pqnySP64n2g,Skeme,Chris Brown,,,,,,,,,,,233.306
Criminal,172P6jnSThv03fJOGDcLeB,10,180789,album,,12,Action Ave,2022-06-21 00:00:00 UTC,3001273 Records DK,2,1kzNyGbew13UOPlVDVmZFa,1ElzCLbS5Y24F2GgkhRcZk,Macho Man,Odeezy,,,,,,,,,,,180.789
Swalla (Originally Performed By Jason Derulo - Nicki Minaj - & Ty Dolla $Ign) - Karaoke Version,1ycTEmfJwYR8XxqtJSY7yK,2,214376,single,,2,Swalla (Originally Performed By Jason Derulo - Nicki Minaj - & Ty Dolla $Ign) [Karaoke Version],2017-04-02 00:00:00 UTC,Karaoke Pro,5,0KStjMnFapW6jCQSs8bojf,2QQVBYuFqkbV1je2L9aV1Z,KaraokePro,,,,,,,,,,,,214.376
String Quartet No. 4 In E-Flat Major: Iii. Scherzando,4F6UWrDg3D5zTAUfddF0mm,10,337080,album,,11,Saint John String Quartet & Jacques Dupriez,2011-01-01 00:00:00 UTC,Leaf Music,0,1xbIDKDjjhDXnIv5A0pXbR,1vIc18aFPhPraucSlZvtCG,Florent Alpaerts,Saint John String Quartet,,,,,,,,,,,337.08
She Owns The Night,2bSElKqNmxYFEND4vwNn3M,5,242960,album,,10,Free Wired,2010-01-01 00:00:00 UTC,Interscope,66,1TuKgkCGIxiIns9Bc5XKRC,698hF4vcwHwPy8ltmXermq,Far East Movement,Mohombi,,,,,,,,,,,242.96
My Sister Lover - Remastered,2nKFsyTcumVM0DMMGeLqmw,5,359546,album,,40,Be Here Now (Deluxe Remastered Edition),1997-01-01 00:00:00 UTC,Big Brother Recordings Ltd,60,4XBCWqCXqCdN72K9SklIjy,2DaxqgrOhkeH0fpeiQq2f4,Oasis,,,,,,,,,,,,359.546
God Did (Feat. Rick Ross - Lil Wayne - Jay-Z - John Legend & Fridayy),0rGbOlRHsaaU8TnSCqafea,1,501648,single,,1,God Did (Feat. Rick Ross - Lil Wayne - Jay-Z - John Legend & Fridayy),2022-08-24 00:00:00 UTC,Epic/We The Best,29,4tbrQ3BEqloCRlNM08MKdq,0LyfQWJT6nXafLPZqxe9Of,DJ Khaled,Rick Ross,Lil Wayne,JAY-Z,John Legend,Fridayy,,,,,,,501.648
Who'S It Gonna Be?,0imw7qSLe5eagKuWltxxzw,1,214000,single,,1,Who'S It Gonna Be?,2020-09-30 00:00:00 UTC,Gregory Residence,18,5QWQP5PHAxyWIldef1LiXj,0V8tQXWkKPD5SxsB2moGew,The Gregory Brothers,""Weird Al"" Yankovic,,,,,,,,,,,214
Divanes,3llc0BFZUTgqSe402lDkiK,4,278910,album,,9,Raivan Perez,2022-06-20 00:00:00 UTC,Raivan Perez,5,0dpq7VywUdrBXVPtTlf2f3,7oeqA0nfUh3ZtTfWtlTBlK,Raivan Perez,,,,,,,,,,,,278.91
Me Decias,2li6LpZHQOjMWwOPiUyWa8,11,137346,album,,16,One Love,2023-06-06 00:00:00 UTC,Alessio La Profunda Melodia,0,2cMGsr9gHK6ycIf2MznBoZ,7MBNcpWHn8RTZFUQv5fNPp,Alessio La Profunda Melodia,,,,,,,,,,,,137.346
Dekho Na - Flute Version (From ""Fanaa""),4twvlx3zxA8kcCaZSZiUaP,6,280854,compilation,,15,Soulful Melodies - Flute Version Vol.2,2019-10-12 00:00:00 UTC,YRF Music,44,210dRhk6k44WztzUe5Js1Y,4YgUVg4p7xtMOrOS4GjiJZ,Jatin-Lalit,Prasoon Joshi,,,,,,,,,,,280.854
Do Me A Favor,54OifNWEvER8TB2L4vKHjq,10,198960,album,,24,Carrie: The Musical (Premiere Cast Recording),2012-09-25 00:00:00 UTC,Ghostlight Records,46,52aa2YRiTqQ30m3of8IVuf,1lJoWWtbloeRGJFGei5UZe,Christy Altomare,Jeanna de Waal,Ben Thompson,Derek Klena,Carrie: The Musical Ensemble,,,,,,,,198.96
Hands On Me,1rNop31kdDmSj3Ds6xhIeS,11,192226,album,,15,My Everything (Deluxe),2014-08-25 00:00:00 UTC,Universal Records,83,6EVYTRG1drKdO8OnIQBeEj,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,A$AP Ferg,,,,,,,,,,,192.226
Kambia Beach,3qiigcj1XVOJbFl9nqwBVA,11,256275,compilation,,21,Red Velvet Lounge Bar A Playlist For Your Cocktail,2018-06-21 00:00:00 UTC,Machiavelli Records,8,6eNtrjSEsgq0q8l9KsRyiL,0LyfQWJT6nXafLPZqxe9Of,Vincenzo Ricca,,,,,,,,,,,,256.275
Et Resurrexit From Mass In B Minor - Bwv 232 - Voice,0JbRvLVkUoMJSwwhndR8sZ,7,236706,album,,20,20 Great Bach & Handel Choruses,1959-01-01 00:00:00 UTC,Sony Classical,32,3sCGPUj7X9ht9uMLYjCZAr,1GRl6sRyLg9ToOohIE2wW5,Johann Sebastian Bach,The Tabernacle Choir at Temple Square,Jerold D. Ottley,Columbia Symphony Orchestra,,,,,,,,,236.706
Hhww,5TlGwpqb3AFD1CSjaV5bzS,7,258386,album,,11,Subterranean,2008-08-01 00:00:00 UTC,GMA Records,2,78glYubIz72d68TOXxf67F,6b0228wTOLwM9xRjgyIuGl,Johnny Cross,,,,,,,,,,,,258.386
Falling Out Of Love With You,2G73goCzp9RvkkE4p8cIvl,2,242455,single,,2,100% / Joyce Manor Split,2017-02-22 00:00:00 UTC,Phat 'n' Phunky,25,1Qwri6QD0oGf2NPixyix6m,7qbvNcfTfckhCNM8NiR8nN,Joyce Manor,,,,,,,,,,,,242.455
It'S The Most Wonderful Time Of The Year,5cJmLNaPRmuwUN8vPeEX0J,4,256066,compilation,,12,40 Years: A Charlie Brown Christmas,2005-01-01 00:00:00 UTC,Peak Records,40,1YkhNOFpFKKA2oGw9NSenB,0LyfQWJT6nXafLPZqxe9Of,Toni Braxton,,,,,,,,,,,,256.066
危険なハンターたち!,56szZQzZQ0YjN7Vn8SfRTB,36,34333,album,,44,パチスロ Kelot2 オリジナルサウンドトラック,2011-12-07 00:00:00 UTC,Rana Records,6,52oGkQiRFyo770gntrPvVa,1sjvjSu4lhUwMWSA8zK8gV,Yamasa Sound Team,,,,,,,,,,,,34.333
Give It Up,1IpvkYedzdU8VCbzuYQLV3,8,260644,album,,19,Triumph (Expanded Version),2021-04-30 00:00:00 UTC,Epic/Legacy,43,3CE276hNs9VVg3aWeBziL7,2yrbLiuBmc9j81lTX3XUuI,The Jacksons,,,,,,,,,,,,260.644
Let'S Make Love (Originally Performed By Faith Hill & Tim Mcgraw) [Vocal Version],4exE9j9zvySlcsiamZSYSa,1,250446,single,,3,Let'S Make Love (Originally Performed By Faith Hill & Tim Mcgraw) [Karaoke Version],2014-07-21 00:00:00 UTC,Musical Creations,0,5UyOazfs9NVsDlHhUEnDL6,1Lc0W6fVtIyzVXEOV6BbYi,Musical Creations Karaoke,,,,,,,,,,,,250.446
Trusting Nizam - From ""Prince Of Persia: The Sands Of Time""/Score,5S743XlWA5HRSqDdDE4R6l,9,277080,album,,19,Prince Of Persia: The Sands Of Time,2010-01-01 00:00:00 UTC,Walt Disney Records,31,4FVbMmMiHfYAisDhdLqV03,1BxqJ6pOCi8mkSjCbFYjpW,Harry Gregson-Williams,,,,,,,,,,,,277.08
The Death Squad,38uhmWIK9exMuaFqCSr3oZ,10,359920,album,,12,Doctor Who Series 12 - Revolution Of The Daleks (Original Television Soundtrack),2021-01-02 00:00:00 UTC,Silva Screen Records Ltd,31,3orFgkUSLsCypUNgtGgcZ7,6AoVAVoJmW1VsrcTQ63Til,Segun Akinola,,,,,,,,,,,,359.92
Catching The Butterfly - Live From The Haigh Hall Concert Hall,0lyoOvlyFhr6VZZJBqmOSd,3,388733,album,,60,Urban Hymns (Super Deluxe / Remastered 2016),1997-09-29 00:00:00 UTC,UMC (Universal Music Catalogue),55,6xrNJQoPPnhWkzI3fN4jW6,2cGwlqi3k18jFpUyTrsR84,The Verve,,,,,,,,,,,,388.733
Kassiande,0FBbmvv7puvurYpUk2Waal,1,419053,single,,3,Kassiande Ep,2008-11-23 00:00:00 UTC,Freerange Records,2,7Lr6dOU2L5aWTXI5ulHdvm,6Y3FCZA50anf3ukg9O7ZLq,Gorge,,,,,,,,,,,,419.053
Henessy Freestyle - Nemesis,5Ae0mvvIclJnPBmspz5f7Z,7,185314,album,,11,Antistress,2022-12-18 00:00:00 UTC,Panik Records,26,04Gcd28LUiGFAuHzwV1S0G,4md2OwykkDpAVx2keVXBBV,Lil Koni,,,,,,,,,,,,185.314
Babaji,5OzYi2jOFdouhyovank4wj,5,290400,album,,7,Even In The Quietest Moments,1977-01-01 00:00:00 UTC,A&M,70,4X87hQ57jTYQTcYTaJWK5w,3JsMj0DEzyWc0VDlHuy9Bx,Supertramp,,,,,,,,,,,,290.4
Let It Snow! (10Th Anniversary),0caVtaIBvTLt9Pjw4OgDk2,16,159629,compilation,,100,100 Greatest Christmas Songs Ever,2022-09-30 00:00:00 UTC,Warner Music Group - X5 Music Group,85,6TDpQggB88X230Srv1fkSq,0LyfQWJT6nXafLPZqxe9Of,Michael Bublé,,,,,,,,,,,,159.629
Soon As I Get Home,6pJV33CF24DNEkhcFSGkEQ,46,308600,compilation,,100,R&B - 100 Hits - The Greatest R N B Album - 100 R & B Classics Featuring Usher - Pitbull And Justin Timberlake,2013-06-24 00:00:00 UTC,Sony Music Entertainment,60,0QhwxYDUougJiVDtyN4Lhm,0LyfQWJT6nXafLPZqxe9Of,Babyface,,,,,,,,,,,,308.6
Wandering,30RjZ8gVV5c4cfuhBivLDR,2,298536,compilation,,25,Rpo Records Session - Pt. 6,2021-12-17 00:00:00 UTC,RPO Records,0,0H72E9jISMvY9rud5pgzAR,3aaxZSErKvppN24XHH4YLE,Rick Pier O'Neil,,,,,,,,,,,,298.536
Younger Self,6AAgBSBSCoLvfnY1bvqKtz,12,163514,album,,12,Between The Lines,2022-09-30 00:00:00 UTC,Kacey Fifield,39,3NKwGT4dIAuUTsl2so8gCG,4hF0zzZm3K54DYDzT9IrjK,Kacey Fifield,,,,,,,,,,,,163.514
Waiting For Winter,31r6Bt2ONyLjeYKJ4ak5A3,2,218720,album,,12,Kiss Me Twice,2016-10-21 00:00:00 UTC,Bluemusic.be,21,5ZWikoXkyIP1P5q4gvRTG3,0kTXelCQYIG6wliHdJBeST,Blue and Broke,,,,,,,,,,,,218.72
99 Bitches,7fItFNpR4T1NHfOEn37YLw,2,213213,album,,17,Actionrap,2008-09-26 00:00:00 UTC,No Code Music,2,2EmSNq4DeDz4rkyLWDO4MW,2e54vge0UQfeiUmdjEDrux,Wicht,,,,,,,,,,,,213.213
Kiss Goodbye All Night,2PjLRDmHtURyQfTna5sfaU,2,170505,album,,14,Dallas/Fort Worth,2022-09-15 00:00:00 UTC,Stoney Creek Records,59,1WxqjSLqeYJaWXvbKaql5w,4mskfuiHWZ3nX3qAdeaGiR,Drake Milligan,,,,,,,,,,,,170.505
The Mercy Seat,2BqlOngnXkrnmxzYagZgFi,1,438080,album,,10,Tender Prey (2010 - Remaster),2010-03-29 00:00:00 UTC,Mute - a BMG Company,40,4x0lzfZuWixnhpeNJ20sjl,4UXJsSlnKd7ltsrHebV79Q,Nick Cave & The Bad Seeds,,,,,,,,,,,,438.08
Here Comes My Girl,0loxGiPIS22tYjDgScaAHR,6,264453,compilation,,9,Breezy 70S,2023-08-01 00:00:00 UTC,UME - Global Clearing House,1,2IfxJ3ejGhZJahpTqyBJb5,0LyfQWJT6nXafLPZqxe9Of,Tom Petty and the Heartbreakers,,,,,,,,,,,,264.453
Have Yourself A Merry Little Christmas,2wYtSkceR3OyCfY1Zpz3H7,2,161828,album,,8,Marshmallow Christmas,2022-12-21 00:00:00 UTC,4732224 Records DK,1,1sY1w49cHPkyaNu6mzdjMf,7DeZEVtS7FtiXiRkRFKcxx,Cat DiNanno,,,,,,,,,,,,161.828
Mental Bicep,6j6QZC4Lu1K1gp3h3yYHoa,47,129567,album,,50,Morning Cardio Beats,2023-11-20 00:00:00 UTC,Move It!,0,1QUXD3rmqLFhk7pJiB44eh,0MwWbmzjGSyMezvFqoL8Zi,Cardio Workouts,,,,,,,,,,,,129.567
Adele-182,2XxKsDRItFCmhaKlpjlTmO,1,234750,single,,1,Adele-182,2023-06-23 00:00:00 UTC,HOS Records,3,0ebyNCGkh5NNKhwp49nkbK,1PHuqtGb7RbEJLOOdMjInP,HAłłØWMANE,,,,,,,,,,,,234.75
Right By My Side - Instrumental,5gZwgblwIPLWNVYAX19OZQ,2,265038,single,,3,Right By My Side (Nicki Minaj Feat. Chris Brown Special Edition Tribute),2012-04-03 00:00:00 UTC,TDT Records,1,6KNOZ9lSyY6O2bJXZfHkwc,2k1UfpoVXyh0Frm1nP37O9,The Dream Team,,,,,,,,,,,,265.038
Times Have Changed,3zdBeoUrYdAEJxgdbdJe9D,4,166546,album,,16,Seems Like A Long Time,2004-04-23 00:00:00 UTC,Ainm Records,6,54WGbuhmE68hhEIP3ltrM8,2JubMFXFD0c3Ofhx6SdSOy,Jim McCann,,,,,,,,,,,,166.546
No No No,0yaFCVBXMaEdnrIJ0iTZXS,2,414826,album,,7,Fireball,1971-01-01 00:00:00 UTC,Rhino/Warner Records,30,3oitf8NRK5tSDhCRVcOewu,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,,,,,,,,,,,,414.826
Star,1fMM8PUbZpr2Xhl4tYhgyS,4,138333,single,,4,Play This Too,2010-10-26 00:00:00 UTC,Stones Throw Records,2,3sgP5mJDsQwVMBGmzeRyc7,76Bkn226zbX3IMiEiLC2h2,J Rocc,,,,,,,,,,,,138.333
The Hill,3coaEPXYRFausimLB5omSn,10,237413,album,,12,I Had The Blues But I Shook Them Loose,2009-01-01 00:00:00 UTC,Universal-Island Records Ltd.,57,4X0bhkSBOfcnOPyfG5Ef6a,3pTE9iaJTkWns3mxpNQlJV,Bombay Bicycle Club,,,,,,,,,,,,237.413
Grace,4zDjXT3joiU5Xrg1Bo3623,1,185653,album,,15,Divinely Uninspired To A Hellish Extent (Extended Edition),2019-11-22 00:00:00 UTC,Vertigo Berlin,78,2wiPF3m0ylst0JSk1IvZL8,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,,,,,,,,,,,,185.653
Meanwhile,5dsrap06KXaZYn9IkTz2tx,23,206112,album,,44,Easy Come Easy Go - A Tribute To George Strait,2012-07-01 00:00:00 UTC,Ameritz Music Ltd,8,6VwrqaZjwA52cRb9N75Nq3,0JbfYwi6VX4DlyGp0mDJnS,Ameritz Tribute Standards,,,,,,,,,,,,206.112
The Cut Runs Deep,7kBFJ2wTupVV2pecyY47fb,2,337520,album,,11,Slaves And Masters (Bonus Track Version),1990-10-05 00:00:00 UTC,Legacy Recordings,43,5SKeGHkVddRpKf0pqVBJAR,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,,,,,,,,,,,,337.52
Racks Nd Stacks,7vXaYn5v7Cnw315fKmGsJq,1,170688,single,,1,Racks Nd Stacks,2022-09-20 00:00:00 UTC,Li Wayv,1,6Q3K2GEzZD9CJom2fSvFsH,4p6hIMjH2WTV59pjNdrNA8,Li Wayv,Lil Jay,,,,,,,,,,,170.688
The Battle,56P8zbMtfKLlmpUWW3xAzf,3,602226,album,,17,Gladiator - Music From The Motion Picture,2000-04-25 00:00:00 UTC,Decca US (Classics),60,0mN9E0N4bRBD7GKktlaRI0,6djeIA7Gl9v9gvnpRc1eIF,Hans Zimmer,Lisa Gerrard,Gavin Greenaway,The Lyndhurst Orchestra,,,,,,,,,602.226
Highwayman,2dixScM9qKXujHh8sP6tDw,19,186720,compilation,,20,We Walk The Line: A Celebration Of The Music Of Johnny Cash,2012-08-07 00:00:00 UTC,Columbia Nashville Legacy,25,4U7fbphlhHRb72mK7J8h2q,0LyfQWJT6nXafLPZqxe9Of,Willie Nelson,Kris Kristofferson,Shooter Jennings,Jamey Johnson,,,,,,,,,186.72
What You Waiting For,25RWkl9jIFBN1ynlthsnsh,6,201600,album,,10,&Twice,2019-11-20 00:00:00 UTC,WM Japan,53,2MwyDQhotK4B1WcZ5ogrtB,7n2Ycct7Beij7Dj7meI4X0,TWICE,,,,,,,,,,,,201.6
El Ayudante,7CYIKkaTj6AzpIAOcYAJhh,5,213000,album,,15,15 Grandes De Miguel Y Miguel De Sus Amigos...,1999-09-14 00:00:00 UTC,Caiman Music,13,3pSx26IZCkh0IHndVhACqk,2iKosnWucg4B5D24PBa9s9,Los Compadres De Sinalóa,,,,,,,,,,,,213
Town Mission 1,5PUN2yHAb8q6hI1VRB4PtB,29,71026,album,,36,Sonic The Hedgehog Original Sound Track (Vol. 2),2007-01-10 00:00:00 UTC,WAVE MASTER,40,5q5uMIAKn1sohGqwEdby1M,4ShgdWtm52xvEr8uYmT0V6,SEGA SOUND TEAM,Mariko Nanba,,,,,,,,,,,71.026
Rock N Roll Doctor (Instrumental Version),2cACKQORnMBRTLBgEFIGkB,12,221906,album,,15,The Greatest Instrumental Salute To Black Sabbath,2013-02-01 00:00:00 UTC,Big Eye Music,8,0F0PockdaHI0ovwj5bfJ6D,0wp7cYNFjMgSHBDdla5aC9,The Rock Heroes,,,,,,,,,,,,221.906
Derohuth Enclave,3wlRgc7PZEbblaWfhI6d5T,1,40957,single,,1,Derohuth Enclave,2022-03-18 00:00:00 UTC,Independent,1,2iUFUQpR0XaQaonoUbbmDR,7BST2K90m4o87gP0l1sPfs,Anthony Mitchell,,,,,,,,,,,,40.957
Lala Lala Sam Smith - Full Bass,0nrv7lg38ejfMgw98Qn82U,1,206208,single,,1,Lala Lala Sam Smith (Full Bass),2022-03-11 00:00:00 UTC,Putra Music Group,11,3JxigLFwAqRZyMAzX5faQ7,2e4KSvXi1NqD63ovmNyRF9,Rean Fvnky,,,,,,,,,,,,206.208
Adam'S Song (In The Style Of Blink 182) [Karaoke Version],52TzsxbavHyMSoPWZAMHIy,1,251853,single,,2,Adam'S Song (In The Style Of Blink 182) [Karaoke Version],2013-05-23 00:00:00 UTC,Sing It Now Records - Inc.,0,6RtwcxzMPzeETzjGzfMfIb,5nwMOS9spMPjD1w6AruPKl,Off The Record Karaoke,,,,,,,,,,,,251.853
