track_name,track_id,track_number,duration_ms,album_type,artists,total_tracks,album_name,release_date,label,album_popularity,album_id,artist_id,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,artist_8,artist_9,artist_10,artist_11,duration_sec
La La Land,1gc5abw9ffyiX6bnj2KUbP,14,205029,album,,15,Tribute To Demi Lovato,2015-04-19 00:00:00 UTC,Relaxing Piano Covers,1,1pGM3giJSl98nsgtdoey52,6RVDDk1pgh5wMKb1f6Rg0E,Relaxing Piano Covers,,,,,,,,,,,,205.029
Burning Light,2zC2Jj165nlojY38CuA7wE,19,66480,album,,24,Doctor Who: The Krotons (Original Television Soundtrack),1968-01-01 00:00:00 UTC,Silva Screen Records Ltd,23,2J7ZIIXlelyyd3PrEWWDpN,7xVgcD64SOhLoXfCxN7yg8,The BBC Radiophonic Workshop,Brian Hodgson,,,,,,,,,,,66.48
Use Me,6lXSm1iIe2PfWWfRTIigrV,5,507663,single,,5,Red Velvet Ep,2010-08-23 00:00:00 UTC,Strawberry Digital Made Recordings,0,1R4MXvNEczZZvb9GRm9UJE,07jrsc1jqJkdKIOTNehJh1,Sergio Garcia,,,,,,,,,,,,507.663
Rapture,65OPD6Im7viN23TWFclglP,1,214153,album,,65,Body Temple Gym,2019-04-15 00:00:00 UTC,Mellotron Workout,25,6anECNbSQo1KTjGJ5xj7uQ,0spcNDKHmvQq0UpORm8zZN,Cardio Hits! Workout,Música para Correr,,,,,,,,,,,214.153
Francis Fletcher,7c61ZLudWL7Yp0FC5VXXo2,29,44666,album,,40,Conquest Of The Seven Seas – Sir Francis Drake (Original Motion Picture Soundtrack),2016-07-01 00:00:00 UTC,Lurrex Records,0,5h9UJbOF5YAEjfHA8a52Oq,66mfK9wH1pGIyiHG29aLtv,Gonçal Perales,,,,,,,,,,,,44.666
What You See Is What You Get (Karaoke Version),2FMPN5xanbU0S1Gji532oL,12,191732,album,,12,Drew'S Famous #1 Karaoke Hits: Sing Like Britney Spears - Vol. 3,2011-11-01 00:00:00 UTC,TUTM Karaoke,0,7LLMGdWf3kjSkVkJeCVkE6,0GRelLAVHzwasg0Ja7gJUy,The Karaoke Crew,,,,,,,,,,,,191.732
White Christmas (With The Bobby Tucker Singers),2a90ygVM4bOjZR0lTuWBR7,1,203880,album,,14,Christmas Songs By Sinatra,1994-11-08 00:00:00 UTC,Columbia/Legacy,83,4XbPmVHP7EYBMoE7ZVjKCU,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,Bobby Tucker Singers,,,,,,,,,,,203.88
All Of This,3QN0a67slNYTbzbL6s02cP,13,278644,album,,15,Blink-182 Untitled Record Tribute,2023-11-11 00:00:00 UTC,Chris Allen Hess,2,3cuhzHXWCyQEBvLb0ZgMJ3,1PQWf64GPHd72FcFNn6oAP,Chris Allen Hess,,,,,,,,,,,,278.644
Wild Wild Angels,4ZhJ2DqLyJimTbwYun7Nwt,3,235826,compilation,,34,Best Of The Rock Songs And Ballads,2000-07-03 00:00:00 UTC,Ariola Express,19,6SXGyuxGBaSz2w1MbeV3IA,5rIqOJspxDq89aBBCUda1X,Smokie,,,,,,,,,,,,235.826
Darkness Falls,2xYr9LAwzl96C16CPSUNi0,11,504226,album,,28,Prince Of Darkness - Complete Original Motion Picture Soundtrack,1988-10-15 00:00:00 UTC,AHI,25,7rZRjOR2AMYjuGfP1uyUKY,0hxQtmgWiPtEsDPeIuKxXq,John Carpenter,Alan Howarth,,,,,,,,,,,504.226
Sa Piling Mo,6SoptcSZFYrxKQUJ8om0z4,13,251333,compilation,,18,Ogie Alcasid 18 Greatest Hits,2009-03-25 00:00:00 UTC,Viva Records Corporation,16,1o4TLvVjJbUvUqbo4PisYp,1vlz5PDUCNuZJeuJoufQkN,Ogie Alcasid,Regine Velasquez,,,,,,,,,,,251.333
Razor Blade,1Rq6IaxzyA5ToA9er5HOQE,5,296168,album,,13,Lullaby Renditions Of Luke Bryan - Kill The Lights,2015-09-01 00:00:00 UTC,Helisek Music Publishing,6,2ucRExgixg4FLsf9X7p8sG,15iMtJbJKXK6CtYwhg1oTR,Baby Rockstar,,,,,,,,,,,,296.168
Glizzy,2AOfZ5mSMiDYxbOMbB8KW6,4,124925,album,,8,2'S & 4'S,2022-12-16 00:00:00 UTC,NFN Entertainment / Lil 2z / EMPIRE,61,4nNZ4wVnJ4I6NEegDHQ9RC,3M1quhETLChtt9NHKVaajX,Quin Nfn,Lil 2z,,,,,,,,,,,124.925
Revenge Of The Hermaphrodite Whores,5wrAdsJYH57VpizCiFUnAy,9,170868,album,,13,Revenge Of The Hermaphrodite Whores,2012-01-13 00:00:00 UTC,Rotten Roll Rex,24,4Y41u37vnhtk6HpeMaH5Rj,5sAdGAVelzrPddqEqfNRDm,Razorrape,,,,,,,,,,,,170.868
Vibing,6TmKDWhY799JjOFGmjibJv,8,149066,album,,15,Sully,2023-02-27 00:00:00 UTC,Seuleur LLC,0,0xxxZ9bka0y83qfaDjEZzQ,1mX1TP27ndNVthqdB95bMf,Richie Ray,DM$LMani,,,,,,,,,,,149.066
No Name,3J0raVJSBKT9r4335ps0pC,15,230936,album,,15,Power-Up Dnb (Drum & Bass Cardio Workout Compilation),2016-08-13 00:00:00 UTC,Silver Fork Records,1,2jGgsLCbXvyr8G967ba9HE,7y04YG9RJzaFi1F0gjfYxQ,Kantrabass,,,,,,,,,,,,230.936
Tus Tontas Mentiras,5MAwoW7EJT9rwNv8SsBvRk,11,143173,album,,12,Un Soñador,2023-03-16 00:00:00 UTC,Mayra Music,1,3V1HcQ6lKNLljn5kJnqXMo,1lngsaubiBCPb5fgCbhae4,Los Brandy de Arandas,,,,,,,,,,,,143.173
Crack House,3YfoMBDmg9kyJwW5lUdD9I,16,93480,album,,30,Crisis (Original Motion Picture Soundtrack),2021-02-26 00:00:00 UTC,Varèse Sarabande,3,69Wvh9HANZtkDMB5K95hyl,27FXtdsDbPqE4Waf2eMbpf,Raphael Reed,,,,,,,,,,,,93.48
永劫輪迴殺人事件 The Murders In Eternal Return,7vkVc1TmfO1cId1PnPhwjO,10,187477,album,,12,復仇時代 Reven | Ge | Neration,2021-12-17 00:00:00 UTC,SpiritualTeenagerCenter 精神少年中心,1,6yN2mM3PfDgLB7BknPeoHk,4l4F3lQwIh1IEpwYyezkxF,Deadko,,,,,,,,,,,,187.477
Blood (Gangrel),0qXwRzx9mpCwVHGXJasIeC,13,126995,album,,35,Wwe: Anthology - The Attitude Era - Vol. 2,2005-07-27 00:00:00 UTC,WWE - Inc.,44,7aKzrHCJ0Y5Mdb44uMDakg,0spHbv2fw49lDMkbOAdaqX,WWE,Jim Johnston,,,,,,,,,,,126.995
Bully,5210d8q8N6irnYMoFGcHTv,7,177240,album,,12,The Leak,2019-12-17 00:00:00 UTC,Hitmaker Services/New Wave Distro,44,4mGGrpPkXYawidOydCVEk0,0VSM8D7ibtXjJgukfVR0eZ,Jdot Breezy,Backstreet Tk,,,,,,,,,,,177.24
Dope (In The Style Of Lady Gaga) [Karaoke Instrumental Version],2njLo2EpJeR9HC1HNBrYhq,1,224924,single,,1,Dope (In The Style Of Lady Gaga) [Karaoke Instrumental Version] - Single,2013-11-26 00:00:00 UTC,Singsongs Music Limited,0,6SFCtKWk64xWGM4caAg9gQ,46Ii49KGTckWh6cx3wObIo,Karaoke All Hits,,,,,,,,,,,,224.924
Southern Accents,4VTiLvGgTaeov4uSfiSyhq,9,281266,album,,14,American Ii: Unchained,1996-01-01 00:00:00 UTC,American Recordings Catalog P&D,55,59RjxVKpH3c80E4a86yP7b,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,,,,,,,,,,,,281.266
Nothing At All,0JIqx7h2eFZLeeQjhiQ2SV,1,282866,single,,3,Nothing At All,2020-07-10 00:00:00 UTC,earMUSIC,2,3fVDWhfN6Rq4384MAQBNvK,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,,,,,,,,,,,,282.866
Electronic Emotion,3aIjmOo3KbLKsGNJmLGQQh,30,82275,album,,30,Red Wine & Tango,2023-08-12 00:00:00 UTC,S2S Inc.,0,6uZXSc8bakvOPab8t0ic4J,2kUzDYGaQvQyjbT6ZnC8nO,The Velvet Chair,,,,,,,,,,,,82.275
All My Life,3rZLIchLwcfm0RtLuY9Ve0,2,123860,album,,12,Just Becuase,2023-01-31 00:00:00 UTC,YGJ RECORDS,17,2fAJLyQ6FUIPoBpTdd9M5i,0D60zNbRlSmYwJ8ijcW1bv,#YGJ,Lil' Dios,,,,,,,,,,,123.86
So Lost,6u6aG5924aOqRNJe9sNyPr,15,234906,album,,18,The Legacy Volume 2,2010-12-06 00:00:00 UTC,Sky Skrapin' Entertainment,17,2yDpfL6v1pL07BKZV5nCV6,1zIKbWSXIgQ9zqpffZyNI1,Jon Young & J. Cash,,,,,,,,,,,,234.906
The Desert Is On Fire,53CRdKwoeba9xitZMYpUwn,7,191720,album,,10,Who Will Survive - And What Will Be Left Of Them?,2003-10-14 00:00:00 UTC,Murder by Death,32,6dLsssMQLjzWPr668rkpaP,3yrQJxTTj7xS2deLcXiEM3,Murder By Death,,,,,,,,,,,,191.72
The Grass Grows Greener (Recorded January 1928),2wpY7NOrITo8P4zCRBWTlY,19,171885,album,,22,1920'S Blues And Jazz Vocals (Encore 2) [Recorded 1923-1928],2014-12-11 00:00:00 UTC,Vintage Recordings,17,4iTykWj883n2e2cY2fFcqQ,3ylstqhwSMrXbUB6fMFCUO,Dolly Kay,,,,,,,,,,,,171.885
St. Walker - 2020 Remaster,2u0ZwcsLb91bB5ulB55z0W,10,248325,album,,16,Young The Giant (10Th Anniversary Edition),2010-10-25 00:00:00 UTC,Roadrunner Records,53,5pH2nJh7Y7dl0EkubHaTLv,4j56EQDQu5XnL7R3E9iFJT,Young the Giant,,,,,,,,,,,,248.325
Lies Goodbye,4VvZGav1vtIt2e1cHzz7Cb,1,187346,album,,11,Calvin Johnson And The Sons Of The Soil,2007-04-24 00:00:00 UTC,K Records,2,65Zs06FJyiX3nc3YbpZdYw,4L0x6V9ckwc4QhR069mk9M,Calvin Johnson,The Sons of the Soil,,,,,,,,,,,187.346
Ex B,5AWcTghErnTFNy0fE9QING,21,172406,album,,22,Champions,2022-01-21 00:00:00 UTC,CabanaRecords,29,2orWYNKIaDpryVwPjIdrDf,6EjWZDA4NBoeTOpwrQF8hS,Brieezy Lee,,,,,,,,,,,,172.406
Keep Calm,2O5eAAfdVjd3NqU9G0azgE,20,219423,compilation,,50,Time To Relax: 50 Relaxing Tracks - Music For Spa - Healing Songs For Mindfulness - Wellness Center Sounds - Deep Regeneration And Brain Stimulation For Sleeping Time,2016-04-08 00:00:00 UTC,2016 Nature Lifestyle Records,5,1IJ3dX5CGelUMFKyKeEg55,0LyfQWJT6nXafLPZqxe9Of,Deep Sleep Music Masters,,,,,,,,,,,,219.423
Miami,4lvFx43ISqIk1WiXOReVp2,17,190746,album,,20,Queen,2018-08-10 00:00:00 UTC,Young Money/Cash Money Records,53,4Rh57STD18rbjXbBrx2X65,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,,,,,,,,,,,,190.746
Big Noise From Winnetka,6HIpmjvZC6wl2S42gFk6Lw,8,211386,album,,12,National Recording Corporation: Memories Of Maxwell,2012-03-12 00:00:00 UTC,Studio634,0,66lWKKCGHs47puvRNk9Wfi,6QhYKnc8w8D5PVU6gT0tBQ,Jim Reed Combo,,,,,,,,,,,,211.386
Whenever Wherever Whatever - Espanol,29BGtVphc6H0gwD4xfgiRZ,3,228239,single,,3,Whenever Wherever Whatever,1996-04-02 00:00:00 UTC,Columbia/Legacy,12,5Q2F6IN8D1djKB6khmi0G2,2AOt5htsbtyaHd5Eq3kl3j,Maxwell,,,,,,,,,,,,228.239
Wanna Be,2WIdKXuIaUlEiRfjZ0NDmw,24,62117,album,,25,Clase Alta,2023-01-07 00:00:00 UTC,Bad kids Party,0,27Of4191MCEGfOHnwiCK7N,08r3fliIR0HU279OfxewqI,Kentong uk,,,,,,,,,,,,62.117
新時代(替手マイナスカラオケ)(Uta From One Piece Film Red),1mm6yTE53UMhzjNdZWxxPL,4,228054,single,,4,津軽三味線 現代曲集 シングル (新時代),2022-08-28 00:00:00 UTC,Far East Island Record,0,35FcA1kH10LwE5VidwiFs1,0snd9sluVdFtrOpC72mXmK,鮎澤和彦,,,,,,,,,,,,228.054
No Deal,6hA8EigxKoYYvxLBO8eELk,2,199026,album,,8,The Lady,2020-10-20 00:00:00 UTC,BTS48,0,1lS85BuOJAYlsaml0QoZGN,7tggP0YcneyJwJzxzBaaG3,BTS48,,,,,,,,,,,,199.026
Don’T Want Your Love - Extended,7158wr8jCDztmUq9Kb5aOa,6,331440,album,,11,Deep Parliament (Extended),2018-11-19 00:00:00 UTC,Melogamma Records,5,3QiSgvBtyqvUt88bbxse5e,7sLc4gfHJ0DP8qFb0DHfrc,Deep Parliament,Chris Burke,,,,,,,,,,,331.44
The Tidying Song,31WSzcOPyaHUhhrO5DQsvG,18,72162,album,,60,Steven Universe Future (Original Soundtrack),2020-10-23 00:00:00 UTC,Cartoon Network / WaterTower Music,57,26E5up17WRaMSy8In8fXFN,4rF7c8zpCKzuSXohs2HIpA,Alastair James,aivi & surasshu,Amish Kumar,,,,,,,,,,72.162
Rain On Me (Originally Performed By Lady Gaga And Ariana Grande) - Piano Instrumental Version,61lvCDCP80j6QntorU4zlE,1,190905,single,,3,Rain On Me (Originally Performed By Lady Gaga And Ariana Grande) [Piano Instrumental Version],2020-06-02 00:00:00 UTC,iSIngKeys,0,1IeBPyVyTp9eVxKiKunwlU,5SxoSI2z0puaHhT8c8MSYJ,iSingKeys,,,,,,,,,,,,190.905
Hold It Against Me,3PBwnwAgA2JX05TBdf6uOn,18,219970,album,,22,Piano Renditions Of Britney Spears Volume Ii,2022-10-10 00:00:00 UTC,Piano Project,3,3yATHSJv0wZXTXYBRDABSZ,0sOfFTIMocxq5mPB8SFLHn,Piano Project,,,,,,,,,,,,219.97
Hark The Herald Angels Sing,1AMWpQmYdxBgQxao6ilO3H,6,149680,album,,10,Classic Christmas,1980-12-01 00:00:00 UTC,Columbia Nashville Legacy,36,5sxL8iaivrLZth80bc1SCS,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,,,,,,,,,,,,149.68
Give Your Heart A Break,2ZKrrbGhb3bHsWZKA6A1tK,5,132096,album,,17,Instrumental Covers Of Demi Lovato,2016-02-02 00:00:00 UTC,White Knight Instrumental,1,0fmmnZsOvPY9XfAsP55Iu2,46mFShagVGedAtk3aIxg4l,White Knight Instrumental,,,,,,,,,,,,132.096
Somewhere I Belong,1d5UuboIPRMD4HaU3yycKC,3,213933,album,,16,Meteora (Bonus Edition),2003-03-24 00:00:00 UTC,Warner Records,67,0y13VbGddQ4azdVWakksAL,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,,,,,,,,,,,,213.933
Kiss And Make Up (Instrumental Version Originally Performed By Dua Lipa And Blackpink),0fslmyJkXYGp6WgsE3znvK,2,189669,single,,3,Kiss And Make Up (Tribute To Dua Lipa And Blackpink),2018-10-25 00:00:00 UTC,DJ Karang,1,6dA7dNXVr2E3F14iBDFIFs,3TvA9JAgt5j6cLRimWXXj8,DJ Karang,,,,,,,,,,,,189.669
O Little Town Of Betlehem,4Bcryx3R4YMWMKZBVbnOLU,14,145685,album,,24,24 Christmas Songs & Carols Gently On My Piano,2018-10-30 00:00:00 UTC,Øyen Musikk,52,4lGJils3BIt3Uv5hQpCxM2,4xpFJ59XzXnBngXKoH9Uld,Traditional Song,Øyen,,,,,,,,,,,145.685
Wise After The Event,1Awxrts3KpV3dd2G289Cq5,4,628866,album,,24,Wise After The Event (Deluxe Edition),2016-02-05 00:00:00 UTC,Esoteric,15,2I7WQProY6PsOVYTVvDEqy,6VWHWGvsfZm3cOsRCOqwq6,Anthony Phillips,,,,,,,,,,,,628.866
Princes,4Ub7E6cJvTqHizohVHgfUv,5,171454,single,,5,Princes,2018-07-16 00:00:00 UTC,Pist Idiots,38,1JahwCuHQtpKBL4iPeTVH9,6FfDLM58TIa8Qn3PPQaoz4,Pist Idiots,,,,,,,,,,,,171.454
Alive (With Offset & 2 Chainz),7w8SYlPLA9bqj7vRHvYNDz,1,235897,single,,1,Alive (With Offset & 2 Chainz),2018-01-26 00:00:00 UTC,Geffen Records,51,3ZwmW6RFyLF2dey4U87js2,7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,Offset,2 Chainz,,,,,,,,,,235.897
Sunday Mornin' Comin' Down (Karaoke Version),6leH5XGN8nWDWuwBin52V4,8,249529,album,,16,Sbi Gallery Series - Johnny Cash,2014-01-21 00:00:00 UTC,2014 Ameritz Music Ltd,1,6n4KrCshGQ2k7bLCyPs9vl,5aChaGbuNya16HNAqdgwfR,SBI Audio Karaoke,,,,,,,,,,,,249.529
L4Dc,01PCRhmrH7N4b19UIFurAU,12,149107,album,,32,Long Way,2021-12-24 00:00:00 UTC,Jidanofu,19,2J98bTEWslG5zHiLShQAqs,6JwHgPzxWOKHVH6aWoHuxm,Jidanofu,DJ MAMBOS,,,,,,,,,,,149.107
Should'Ve Been A Cowboy,5zBM9vjDWR8nWN5Vfg1p1V,1,209906,album,,13,Should'Ve Been A Cowboy (25Th Anniversary Edition),2018-11-30 00:00:00 UTC,Mercury Nashville,32,2mnvw4iQGWL0xjdSTn4kVH,2bA6fzP0lMAQ4kz6CF61w8,Toby Keith,,,,,,,,,,,,209.906
Midnight Love,3Kq46N6LuzB33cu6GsTavO,2,277666,album,,11,Time Will Tell,1989-08-01 00:00:00 UTC,Epic/Legacy,24,5KTrxad05JmRbDlga4nOZJ,37ePD9eNIUXak0LWFGNq4U,Fifth Angel,,,,,,,,,,,,277.666
時代おくれ　吉田類の「今宵、ほろ酔い酒場で」主題歌カラオケ,5tpfUECh7vVvAmwd5lmBv7,3,253707,single,,3,時代おくれ（吉田類の「今宵、ほろ酔い酒場で」主題歌）,2017-06-09 00:00:00 UTC,ポリスター・ソングス,2,5S9XnEwWsljAwAQ0orFYyg,5dG2ZSe0y2UZRyCDxg6Fgk,吉田類,,,,,,,,,,,,253.707
Peace 6 - Ambient,5kLpQEEICdXYBHWSmv3AqW,1,140930,album,,15,Seeing Skies Comp 1,2023-08-30 00:00:00 UTC,online|manchuria,5,7mDIUqMGkZMpcbjTOk3IQK,2iDjBG7xQv4hgKTgh6jhs6,skoolio,,,,,,,,,,,,140.93
Greater Than You,3cOZuoQuHTznonAWwYo3KX,11,219213,compilation,,13,Thizz Nation Vol 11 - Starring Johnny Cash,2006-12-19 00:00:00 UTC,Thizz Nation,3,4j21D9flM5MJchibybaav7,6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,Geezy,,,,,,,,,,,219.213
Dirrt,2TjRTrWL7xZFdSicQuSGmD,4,161605,album,,14,Bandana I,2021-10-22 00:00:00 UTC,Koala Music,64,6t86ndvrKX2Vw5RXdkcxNr,5NMwoStnfHT4LdETlJSwDT,Big Baby Tape,kizaru,,,,,,,,,,,161.605
Cruise,6nfqaMuCfIuTutD4nTspw5,2,143855,album,,13,Soul Child 2,2022-02-14 00:00:00 UTC,885224 Records DK,0,0xm5fnBIbOqjs6Q787gD3w,0kAESkyT2xf0oT4NwJluP1,DopeBoyzMuzic,,,,,,,,,,,,143.855
Take The Moon And The Stars,3y0u0sOPWfgAItJTlFUDSF,12,189733,compilation,,14,Bending The Rules (Jazz Blues Mix),2023-11-06 00:00:00 UTC,Compigram,0,6TeDGTdV7zieWoTSMz6iZq,0LyfQWJT6nXafLPZqxe9Of,Lonette Charles,,,,,,,,,,,,189.733
La Bonne École,2LE7T2Czf2zkgYiO3WcX9v,1,214146,single,,1,La Bonne École,2019-12-20 00:00:00 UTC,La bulle corporation,3,4108qYttIoiuXJtKbYTQVs,3xQiLcsmj0KCiFtconY6Dz,Demi Portion,,,,,,,,,,,,214.146
Ig Live,0doob6eCgie4RMyQdPHVm0,9,156000,album,,25,Skool Boi 7 (Deluxe),2022-09-09 00:00:00 UTC,D.O.S ENTERTAINMENT/ UNDERRATED GENIUSES,2,5Kfbr9OZ5hEl7sEwbH7KTl,1HffWbmZERwkKWrdPanEXI,D-Twist,Yung Tez,,,,,,,,,,,156
Powerslave (Bonus Track),6w1qPXhYGRnUZ4ln9oFEJU,12,415341,album,,13,The Whole Of The Law,2016-10-28 00:00:00 UTC,Metal Blade Records,36,42Hqedxo0WHJ2K2gZxI1zP,7vrrJ5YlL3I8XUrh1ktGJV,Anaal Nathrakh,,,,,,,,,,,,415.341
Sock It To 'Em J.B. (Pt. 1) [Single Version],6XphLeTCev45FNCuQf57Z1,27,158880,compilation,,29,Soul Kitchen,2022-01-28 00:00:00 UTC,Warner Music Group - X5 Music Group,1,50DM9I9Mg3JVPLVJvStPyP,0LyfQWJT6nXafLPZqxe9Of,Rex Garvin & The Mighty Cravers,,,,,,,,,,,,158.88
The Heart Wants What It Wants (No Backing Vocals) (Karaoke Version) [Originally Performed By Selena Gomez],3A4Iobd1Rcx7AQxHrCALDo,2,231575,single,,2,The Heart Wants What It Wants (Karaoke Version) [Originally Performed By Selena Gomez],2015-02-24 00:00:00 UTC,Zoom Entertainments Limited,0,4x5Q1vU0t8wX5OL8VcwUZC,3Nr8EAmJ6b95ydy2o8h5vd,Zoom Karaoke,,,,,,,,,,,,231.575
Border Song,4y8KtjOk7aksQbFyOUrMAw,10,195586,album,,11,Individually & Collectively,1972-02-19 00:00:00 UTC,Arista/Legacy,41,5qxEuqbbwDxKBMBu1SXdhA,1UUYAQ9LiRsZF0ZukQNWXM,The 5th Dimension,,,,,,,,,,,,195.586
T.Y.G.A.M.A.N.,4DTzJACKwiLTTdcW3Aa1eh,6,81005,album,,23,The Free Album,2009-10-25 00:00:00 UTC,Get Familiar/All City Digital,4,7huyT4Wn1n1RswDNx04Ops,6A00SFi68fqqyuPeGj4PTj,Tyga & Clinton Sparks,,,,,,,,,,,,81.005
Too Deep.,1euUtUlOZPvnfAP2NjFBxq,8,176612,album,,10,Astrodark 3.0 (The Weeknd Bundle),2022-07-01 00:00:00 UTC,MR NiCE RECORDS.,6,21AV1dx7k8MzlNEXaS2WWt,75Ite7HFuxRPDzSy78LqVi,MR NiCE KAiS,,,,,,,,,,,,176.612
Enjoy Sa Qc,29wrNe1MK0BOeSjJUbgu7H,2,160607,album,,10,Anthony Castelo Compilation Album,2020-07-21 00:00:00 UTC,Anthony Castelo,10,6IsI73j5IdDc02JmBhmmE7,05DLUPjBx977OUGtqhR5Sf,Anthony Castelo,,,,,,,,,,,,160.607
If You'Re Thinking You Want A Stranger (There'S One Coming Home),0NwYBtlDnodmXtYOZ1yFsN,21,176706,album,,22,22 More Hits,2007-11-13 00:00:00 UTC,MCA Nashville,33,0IfWEWTL0q8H7v7O4ImkHW,5vngPClqofybhPERIqQMYd,George Strait,,,,,,,,,,,,176.706
African Savannah Life,09rNaqA8dzvcNKlunmrdBh,1,207456,album,,30,African Savannah Life: Tribal Energy - Exotic Shamanic Rhythms - Ethnic Soundscapes,2019-09-10 00:00:00 UTC,Blissful Sounds Records,5,2XFts0PdsxqXmeAgqkWhtD,3B6W7sM7HLbRi9Min5tU56,Shamanic Drumming World,,,,,,,,,,,,207.456
Afterparty,5nefm1OT36E0v6Q2YOG0vA,11,251960,album,,14,Future Future Future Perfect,2007-09-25 00:00:00 UTC,The Archenemy Record Company,33,2PxJi2cMGCV3ZHbLtd7Hz0,4gg8SEqY40Y6ygiwkcQOWD,Freezepop,,,,,,,,,,,,251.96
25 Études Faciles Et Progressives - Op. 100: No. 11 - La Bergeronnette,3J8MWIn0eciCwVEhYztEhi,11,43240,album,,43,Burgmüller: 25 Études Faciles Et Progressives - Op. 100 & 18 Études - Op. 109,2019-08-09 00:00:00 UTC,Grand Piano,49,6XLVYAAX0eG83gwI0wLMtl,5OHQVYwgwdHpfIxSJGfV26,Friedrich Burgmüller,Carl Petersson,,,,,,,,,,,43.24
Sept Toutes Petites Danses Pour ""Le Piège De Méduse"": 1. Quadrille,5W9TbbEiryB6A4xF8GgPGG,47,47000,album,,104,Satie: Complete Piano Works - Vol. 2/2,2010-01-01 00:00:00 UTC,Brilliant Classics,53,2tmqRnqJGhdHtv5WbEQdex,459INk8vcC0ebEef82WjIK,Erik Satie,Cristina Ariagno,,,,,,,,,,,47
6:30,2uD62qPGz33Rt8MxeUTztL,5,212453,single,,5,Fifth Ward Drive,2023-02-16 00:00:00 UTC,Paper Cut Family,2,1v5pSsuvNUe2Zr9QvUDdZ1,6k9aMFn8EoDHhVa2qxGSwY,5thWardTank,BlacBoy,,,,,,,,,,,212.453
Kölyköknek,3J1tJZkgn1UzqxPyQe6Npl,2,188666,album,,21,Az Ezerarcú Rapsztár,2011-01-01 00:00:00 UTC,Real Trill Music,7,0yZKdGRW9dCIb4EpEON9c5,7tfbOEetf0o8LgQRUsPVmS,Mr.Busta,Andrea S,,,,,,,,,,,188.666
Love In The Sky,5bsI6Vg18pW3ScGVubieZM,4,267920,album,,10,Kiss Land,2013-09-09 00:00:00 UTC,CP Records,33,522VpsDblCDf3rMSnDU4tZ,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,,,,,,,,,,,,267.92
Kutta Dog,73eCKR0EThWK7DXLqltc2T,27,68892,compilation,,34,India!,2011-09-28 00:00:00 UTC,KPM MUSIC LTD/JUICE MUSIC (UK) LTD,22,6RmB5rocqa0VCfA3txpZgK,0LyfQWJT6nXafLPZqxe9Of,Craig Pruess,,,,,,,,,,,,68.892
Liok Run,3mfJZk7PNBcsWgsU9byxIq,15,64417,album,,24,Proround,2023-10-31 00:00:00 UTC,maxwell1010,39,00AVw0cca6EKy7Uj4exwg4,3ptIwqCLXHew9o69n26Xis,maxwell1010,,,,,,,,,,,,64.417
Praise The Name Of Jesus - Live,3HnnKLoKHVQKoEtYIka2bK,6,318213,album,,18,How I Got Over...Songs That Carried Us,2011-01-01 00:00:00 UTC,EMI Gospel/Smokie Norful (SNO),12,6iZapstJ4B8QLtNWF1LAXh,0sD8Amms4kSxs5tBV4CUmR,Smokie Norful,Keshia McFarland,12th District AME Mass Choir,,,,,,,,,,318.213
Pa´ Que Llorar,2ttjx66jCksXIKihshB4QW,4,221988,album,,15,Nuestros Exitos,2023-01-24 00:00:00 UTC,LOS BRANDYS DEL INDIO,23,1441KURssmfv5HkFStaq1E,7jgo7zlybBRDxujfTshhBY,LOS BRANDYS DEL INDIO,,,,,,,,,,,,221.988
L’Expérience Apaisante,4Rluhq2yZgNzU8lPvX2Xpx,18,237658,album,,30,Réduction Du Stress: Musique Instrumentale Qui Soulage L'Abattement - Affliction - Agression - Angoisse - Tension - Tristesse - Trouble De Sommeil (Zen Sons De La Nature),2017-01-26 00:00:00 UTC,Détente Sons Records,0,77dxyJ4pcSMAmVRZJUJKKQ,6lhCvDCN8CXq4cnVhrGGq3,Oasis of Relaxation,,,,,,,,,,,,237.658
Болью (Mono Lisa Remix),0Sj1xwLw67blDGvQunXYCD,2,188571,single,,2,Болью,2022-06-29 00:00:00 UTC,Adele Rey,0,1xSeohrjxkF2CkLMdme9Pl,1a3G8PNASWyZyh0nOzU8Gh,Adele Rey,,,,,,,,,,,,188.571
Jealous Woman - Fool Hearted Man,1qttR518NJH4Gnx8Eot9mC,4,207186,album,,13,Red Hot N' Rollin',2023-10-13 00:00:00 UTC,Kwall Records,1,6sFxQgzU5e5gg448HhYSE5,5MfEmNUF3X4LvOOraWNu7r,Smell My Pillow,,,,,,,,,,,,207.186
